"","Nb","Name","Label","Type","CX..pix.","CY..pix.","CZ..pix.","CX..unit.","CY..unit.","CZ..unit.","Xmin..pix.","Ymin..pix.","Zmin..pix.","Xmax..pix.","Ymax..pix.","Zmax..pix.","VolBounding..pix.","RatioVolbox","Vol..unit.","Vol..pix.","Surf..unit.","Surf..pix.","SurfCorr..pix.","Comp..pix.","Spher..pix.","CompCorr..pix.","SpherCorr..pix.","Comp..unit.","Spher..unit.","CompDiscrete","Ell_MajRad","Ell_Elon","Ell_Flatness","volEllipsoid..unit.","RatioVolEllipsoid","DCMin..unit.","DCMax..unit.","DCMean..unit.","DCSD..unit.","X"
"763",762,"obj763-val763",763,0,659,474,0,158.489582256093,113.997059164474,0,659,474,0,659,474,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"764",763,"obj764-val764",764,0,668,474,0,160.654083379469,113.997059164474,0,668,474,0,668,474,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"765",764,"obj765-val765",765,0,680,474,0,163.540084877304,113.997059164474,0,680,474,0,680,474,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"766",765,"obj766-val766",766,0,688,474,0,165.464085875861,113.997059164474,0,688,474,0,688,474,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"767",766,"obj767-val767",767,0,701,474,0,168.590587498515,113.997059164474,0,701,474,0,701,474,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"775",774,"obj775-val775",775,0,648,475,0,155.844080883078,114.237559289293,0,648,475,0,648,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"776",775,"obj776-val776",776,0,650,475,0,156.325081132717,114.237559289293,0,650,475,0,650,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"777",776,"obj777-val777",777,0,654,475,0,157.287081631995,114.237559289293,0,654,475,0,654,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"778",777,"obj778-val778",778,0,659,475,0,158.489582256093,114.237559289293,0,659,475,0,659,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"779",778,"obj779-val779",779,0,673,475,0,161.856584003567,114.237559289293,0,673,475,0,673,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"780",779,"obj780-val780",780,0,684,475,0,164.502085376582,114.237559289293,0,684,475,0,684,475,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"790",789,"obj790-val790",790,0,651,476,0,156.565581257537,114.478059414113,0,651,476,0,651,476,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"791",790,"obj791-val791",791,0,685,476,0,164.742585501402,114.478059414113,0,685,476,0,685,476,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"792",791,"obj792-val792",792,0,692,476,0,166.426086375139,114.478059414113,0,692,476,0,692,476,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"793",792,"obj793-val793",793,0,704,476,0,169.312087872974,114.478059414113,0,704,476,0,704,476,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"803",802,"obj803-val803",803,0,648,477,0,155.844080883078,114.718559538932,0,648,477,0,648,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"804",803,"obj804-val804",804,0,650,477,0,156.325081132717,114.718559538932,0,650,477,0,650,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"805",804,"obj805-val805",805,0,679,477,0,163.299584752484,114.718559538932,0,679,477,0,679,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"806",805,"obj806-val806",806,0,681,477,0,163.780585002124,114.718559538932,0,681,477,0,681,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"807",806,"obj807-val807",807,0,682,477,0,164.021085126943,114.718559538932,0,682,477,0,682,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"808",807,"obj808-val808",808,0,685,477,0,164.742585501402,114.718559538932,0,685,477,0,685,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"809",808,"obj809-val809",809,0,688,477,0,165.464085875861,114.718559538932,0,688,477,0,688,477,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"815",814,"obj815-val815",815,0,654,478,0,157.287081631995,114.959059663752,0,654,478,0,654,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"816",815,"obj816-val816",816,0,663,478,0,159.451582755371,114.959059663752,0,663,478,0,663,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"817",816,"obj817-val817",817,0,679,478,0,163.299584752484,114.959059663752,0,679,478,0,679,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"818",817,"obj818-val818",818,0,689,478,0,165.70458600068,114.959059663752,0,689,478,0,689,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"819",818,"obj819-val819",819,0,690,478,0,165.9450861255,114.959059663752,0,690,478,0,690,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"820",819,"obj820-val820",820,0,691,478,0,166.185586250319,114.959059663752,0,691,478,0,691,478,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"832",831,"obj832-val832",832,0,670,479,0,161.135083629108,115.199559788572,0,670,479,0,670,479,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"833",832,"obj833-val833",833,0,689,479,0,165.70458600068,115.199559788572,0,689,479,0,689,479,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"834",833,"obj834-val834",834,0,702,479,0,168.831087623334,115.199559788572,0,702,479,0,702,479,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"847",846,"obj847-val847",847,0,700,480,0,168.350087373695,115.440059913391,0,700,480,0,700,480,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"854",853,"obj854-val854",854,0,652,481,0,156.806081382356,115.680560038211,0,652,481,0,652,481,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
"855",854,"obj855-val855",855,0,684,481,0,164.502085376582,115.680560038211,0,684,481,0,684,481,0,1,1,0.0139106017837957,1,0.347041860229357,6,0,0.523598775598299,0.805996150842667,Inf,Inf,0.523598775598299,0.805996150842667,NA,0,NA,NA,NA,NA,0,0,0,NA,NA
